"name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","iucnRedListCategory","occurrenceRemarks","informationWithheld","distanceFromCentroidInMeters","sex","identificationRemarks","individualCount","vernacularName","locality","higherClassification","samplingProtocol","eventID","dataGeneralizations","footprintWKT","elevation","elevationAccuracy","datasetID","http://unknown.org/language","municipality","originalNameUsage","county","identificationVerificationStatus","nameAccordingTo","occID"
"Salamandra salamandra (Linnaeus, 1758)",16.226522,48.14128,"cdc,cdround","gbif","4525270028","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:31.815+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T13:01:26",8,"EUROPE","Niederösterreich",2024,2,17,2024-02-17,48,48,"2024-02-19T07:05:21.000+00:00","2024-07-09T16:46:31.815+00:00","https://www.inaturalist.org/observations/199554919","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","cpu","cpu","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","cpu","199554919","cpu","2024-02-17 12:26:29","Mödling, AT-NO, AT","Observations","4525270028","https://www.inaturalist.org/observations/199554919","27726","199554919","iNaturalist","12:26:29+01:00","wild","452132544","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458
"Salamandra salamandra (Linnaeus, 1758)",16.225488,48.14182,"cdc,cdround","gbif","4525180075","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:20.924+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T13:01:35",16,"EUROPE","Niederösterreich",2024,2,17,2024-02-17,48,48,"2024-02-19T07:05:27.000+00:00","2024-07-09T17:12:20.924+00:00","https://www.inaturalist.org/observations/199554924","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","cpu","cpu","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","cpu","199554924","cpu","2024-02-17 12:31:08","Mödling, AT-NO, AT","Observations","4525180075","https://www.inaturalist.org/observations/199554924","27726","199554924","iNaturalist","12:31:08+01:00","wild","452132568","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459
"Salamandra salamandra (Linnaeus, 1758)",16.225317,48.142098,"cdc,cdround","gbif","4525175180","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:13:10.115+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T13:01:44",8,"EUROPE","Niederösterreich",2024,2,17,2024-02-17,48,48,"2024-02-19T07:05:36.000+00:00","2024-07-09T17:13:10.115+00:00","https://www.inaturalist.org/observations/199554935","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","cpu","cpu","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","cpu","199554935","cpu","2024-02-17 12:40:44","Mödling, AT-NO, AT","Observations","4525175180","https://www.inaturalist.org/observations/199554935","27726","199554935","iNaturalist","12:40:44+01:00","wild","452132597","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460
"Salamandra salamandra (Linnaeus, 1758)",7.301537,50.874313,"cdc,cdround","gbif","4525177235","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:31.819+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T13:35:16",61,"EUROPE","Nordrhein-Westfalen",2024,2,17,2024-02-17,48,48,"2024-02-20T09:07:57.000+00:00","2024-07-09T16:46:31.819+00:00","https://www.inaturalist.org/observations/199557455","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Olaf Hakelberg","Olaf Hakelberg","WGS84","Amphibia","DE","EUROPE","Germany","NORTH_AMERICA","Olaf Hakelberg","199557455","olaffo","2024/02/17 10:53","53819 Neunkirchen-Seelscheid, Deutschland","Observations","4525177235","https://www.inaturalist.org/observations/199557455","27726","199557455","iNaturalist","10:53:00+01:00","wild","452138441","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461
"Salamandra salamandra (Linnaeus, 1758)",16.103379,48.252137,"cdc,cdround","gbif","4525155258","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:13:06.451+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T15:48:55",16,"EUROPE","Niederösterreich",2024,2,17,2024-02-17,48,48,"2024-02-19T07:01:36.000+00:00","2024-07-09T17:13:06.451+00:00","https://www.inaturalist.org/observations/199569811","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","majola","majola","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","majola","199569811","majola","2024-02-17 16:48:44+01:00","Wienerwald-Thermenregion, Sieghartskirchen, Niederösterreich, AT","Observations","4525155258","https://www.inaturalist.org/observations/199569811","27726","199569811","iNaturalist","16:48:44+01:00","wild","452170028","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462
"Salamandra salamandra (Linnaeus, 1758)",16.284389,48.245225,"cdc,cdround","gbif","4525174239","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:24.239+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T16:39:36",NA,"EUROPE","Wien",2024,2,17,2024-02-17,48,48,"2024-02-19T07:01:42.000+00:00","2024-07-09T16:46:24.239+00:00","https://www.inaturalist.org/observations/199573963","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","ildifa","ildifa","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","ildifa","199573963","ildifa","2024-02-17 16:11:21","Pötzleinsdorf, Wien, Austria","Observations","4525174239","https://www.inaturalist.org/observations/199573963","27726","199573963","iNaturalist","16:11:21+01:00","wild","452181891","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463
"Salamandra salamandra (Linnaeus, 1758)",1.782768,44.055726,"cdc,cdround","gbif","4525195259","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:01.191+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T16:50:56",53,"EUROPE","Midi-Pyrénées",2024,2,17,2024-02-17,48,48,"2024-03-13T09:27:12.000+00:00","2024-07-09T16:46:01.191+00:00","https://www.inaturalist.org/observations/199574897","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Esteban","Esteban","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Esteban","199574897","estebanprat","2024-02-17 16:46:38","3Q3P+WH, 81140 Vaour, France","Observations","4525195259","https://www.inaturalist.org/observations/199574897","27726","199574897","iNaturalist","16:46:38+01:00","wild","452184347","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464
"Salamandra salamandra (Linnaeus, 1758)",11.192554,51.717295,"cdc,cdround","gbif","4525186336","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:13:02.617+00:00",471,"HUMAN_OBSERVATION","PRESENT","Adult",2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T17:30:09",5,"EUROPE","Sachsen-Anhalt",2024,2,17,2024-02-17,48,48,"2024-03-04T15:33:46.000+00:00","2024-07-09T17:13:02.617+00:00","https://www.inaturalist.org/observations/199578101","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Thomas","Thomas","WGS84","Amphibia","DE","EUROPE","Germany","NORTH_AMERICA","Thomas","199578101","creaturefeature97","2024-02-17 14:44:44","06 Ballenstedt-Rieder, Germany","Observations","4525186336","https://www.inaturalist.org/observations/199578101","27726","199578101","iNaturalist","14:44:44+01:00","wild","452192398","LC","Rotund female",NA,NA,"FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465
"Salamandra salamandra (Linnaeus, 1758)",-8.331178,39.690208,"cdc,cdround","gbif","4525170272","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","PT","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:46.850+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T17:33:02",136,"EUROPE","Santarém",2024,2,16,2024-02-16,47,47,"2024-02-19T07:02:24.000+00:00","2024-07-09T17:12:46.850+00:00","https://www.inaturalist.org/observations/199578372","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","gaduarte","gaduarte","WGS84","Amphibia","PT","EUROPE","Portugal","EUROPE","gaduarte","199578372","gaduarte","2024-02-16 15:34:01Z","Estrada da Castelaria, Igreja Nova do Sobral, Centro, PT","Observations","4525170272","https://www.inaturalist.org/observations/199578372","27726","199578372","iNaturalist","15:34:01+00:00","wild","452192946","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466
"Salamandra salamandra (Linnaeus, 1758)",9.351836,48.490104,"cdc,cdround","gbif","4525195308","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:54.678+00:00",471,"HUMAN_OBSERVATION","PRESENT","Adult",2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T18:03:47",179,"EUROPE","Baden-Württemberg",2024,2,17,2024-02-17,48,48,"2024-02-19T07:02:30.000+00:00","2024-07-09T17:12:54.678+00:00","https://www.inaturalist.org/observations/199581802","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Marc Hermann","Marc Hermann","WGS84","Amphibia","DE","EUROPE","Germany","NORTH_AMERICA","Marc Hermann","199581802","jantiff","2024/02/17 16:33","Gütersteiner Wasserfall, Bei den Thermen 4, 72574 Bad Urach, Deutschland","Observations","4525195308","https://www.inaturalist.org/observations/199581802","27726","199581802","iNaturalist","16:33:00+01:00","wild","452200329","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467
"Salamandra salamandra (Linnaeus, 1758)",10.277004,45.60502,"cdc,cdround","gbif","4525226281","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:24.263+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T18:12:34",NA,"EUROPE","Lombardia",2024,2,17,2024-02-17,48,48,"2024-02-19T07:03:49.000+00:00","2024-07-09T16:46:24.263+00:00","https://www.inaturalist.org/observations/199582521","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Gabriele La Grasta","Gabriele La Grasta","WGS84","Amphibia","IT","EUROPE","Italy","NORTH_AMERICA","Gabriele La Grasta","199582521","gabriele_lagrasta","2024-02-17 13:49:37","25075 Nave BS, Italia","Observations","4525226281","https://www.inaturalist.org/observations/199582521","27726","199582521","iNaturalist","13:49:37+01:00","wild","452201997","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468
"Salamandra salamandra (Linnaeus, 1758)",-8.232662,40.119003,"cdc,cdround","gbif","4525223548","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","PT","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:17.413+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T19:32:55",NA,"EUROPE","Coimbra",2024,2,15,2024-02-15,46,46,"2024-02-19T07:02:43.000+00:00","2024-07-09T16:46:17.413+00:00","https://www.inaturalist.org/observations/199591365","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","M Ferreira","M Ferreira","WGS84","Amphibia","PT","EUROPE","Portugal","EUROPE","M Ferreira","199591365","mferreira","2024/02/15 9:18 PM","Lousã, 3200, Portugal","Observations","4525223548","https://www.inaturalist.org/observations/199591365","27726","199591365","iNaturalist","21:18:00+00:00","wild","452221007","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469
"Salamandra salamandra (Linnaeus, 1758)",13.39566,47.7988,"cdc","gbif","4525209420","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:45.506+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T19:44:24",1457,"EUROPE","Oberösterreich",2024,2,17,2024-02-17,48,48,"2024-02-19T07:02:50.000+00:00","2024-07-09T16:46:45.506+00:00","https://www.inaturalist.org/observations/199592767","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Hannes Oberreiter","Hannes Oberreiter","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","Hannes Oberreiter","199592767","btree","2024/02/17 19:50","5310 Scharfling, Österreich","Observations","4525209420","https://www.inaturalist.org/observations/199592767","27726","199592767","iNaturalist","19:50:00+01:00","wild","452223888","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470
"Salamandra salamandra (Linnaeus, 1758)",16.245883,48.145211,"cdc,cdround","gbif","4525195533","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:47:26.585+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T22:07:32",16,"EUROPE","Wien",2024,2,17,2024-02-17,48,48,"2024-02-19T06:58:52.000+00:00","2024-07-09T16:47:26.585+00:00","https://www.inaturalist.org/observations/199606202","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","cleeb","cleeb","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","cleeb","199606202","cleeb","2024/02/17 23:02","Mauer, 1230 Wien, Österreich","Observations","4525195533","https://www.inaturalist.org/observations/199606202","27726","199606202","iNaturalist","23:02:00+01:00","wild","452261042","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471
"Salamandra salamandra (Linnaeus, 1758)",16.187743,48.154806,"cdc,cdround","gbif","4525233391","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:49.274+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T22:07:34",500,"EUROPE","Niederösterreich",2024,2,17,2024-02-17,48,48,"2024-02-19T06:59:02.000+00:00","2024-07-09T16:45:49.274+00:00","https://www.inaturalist.org/observations/199606211","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","cleeb","cleeb","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","cleeb","199606211","cleeb","2024/02/17 21:39","Gemeinde Laab im Walde, Österreich","Observations","4525233391","https://www.inaturalist.org/observations/199606211","27726","199606211","iNaturalist","21:39:00+01:00","wild","452261052","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472
"Salamandra salamandra (Linnaeus, 1758)",16.187734,48.154811,"cdc,cdround","gbif","4525252613","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:10:14.070+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T22:07:34",500,"EUROPE","Niederösterreich",2024,2,17,2024-02-17,48,48,"2024-02-19T06:59:11.000+00:00","2024-07-09T17:10:14.070+00:00","https://www.inaturalist.org/observations/199606212","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","cleeb","cleeb","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","cleeb","199606212","cleeb","2024/02/17 22:04","Gemeinde Laab im Walde, Österreich","Observations","4525252613","https://www.inaturalist.org/observations/199606212","27726","199606212","iNaturalist","22:04:00+01:00","wild","452261053","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473
"Salamandra salamandra (Linnaeus, 1758)",16.187787,48.154805,"cdc,cdround","gbif","4525259737","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:27.089+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-17T22:07:35",500,"EUROPE","Niederösterreich",2024,2,17,2024-02-17,48,48,"2024-03-20T15:44:16.000+00:00","2024-07-09T17:12:27.089+00:00","https://www.inaturalist.org/observations/199606215","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","cleeb","cleeb","WGS84","Amphibia","AT","EUROPE","Austria","NORTH_AMERICA","cleeb","199606215","cleeb","2024/02/17 22:08","Gemeinde Laab im Walde, Österreich","Observations","4525259737","https://www.inaturalist.org/observations/199606215","27726","199606215","iNaturalist","22:08:00+01:00","wild","452261058","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474
