"name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","iucnRedListCategory","occurrenceRemarks","informationWithheld","distanceFromCentroidInMeters","sex","identificationRemarks","individualCount","vernacularName","locality","higherClassification","samplingProtocol","eventID","dataGeneralizations","footprintWKT","elevation","elevationAccuracy","datasetID","http://unknown.org/language","municipality","originalNameUsage","county","identificationVerificationStatus","nameAccordingTo","occID"
"Salamandra salamandra (Linnaeus, 1758)",14.383422,50.144997,"cdc,cdround","gbif","4522691812","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:12.230+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T18:16:33",3,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-02-12T07:41:38.000+00:00","2024-07-09T16:46:12.230+00:00","https://www.inaturalist.org/observations/198915106","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198915106","andrej_funk_praha","2024-02-10 19:15:47","Praha-Suchdol, Česko","Observations","4522691812","https://www.inaturalist.org/observations/198915106","27726","198915106","iNaturalist","19:15:47+01:00","wild","450301799","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319
"Salamandra salamandra (Linnaeus, 1758)",14.382988,50.145287,"cdc,cdround","gbif","4522703887","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:58.717+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T18:22:28",20,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-02-12T07:41:44.000+00:00","2024-07-09T16:45:58.717+00:00","https://www.inaturalist.org/observations/198915805","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198915805","andrej_funk_praha","2024-02-10 19:21:46","Praha-Suchdol, Česko","Observations","4522703887","https://www.inaturalist.org/observations/198915805","27726","198915805","iNaturalist","19:21:46+01:00","wild","450303472","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320
"Salamandra salamandra (Linnaeus, 1758)",14.383037,50.145199,"cdc,cdround","gbif","4522723818","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:42.655+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T18:25:49",9,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-02-12T07:41:49.000+00:00","2024-07-09T17:12:42.655+00:00","https://www.inaturalist.org/observations/198916038","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198916038","andrej_funk_praha","2024-02-10 19:25:08","Praha-Suchdol, Česko","Observations","4522723818","https://www.inaturalist.org/observations/198916038","27726","198916038","iNaturalist","19:25:08+01:00","wild","450304208","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321
"Salamandra salamandra (Linnaeus, 1758)",14.382171,50.145829,"cdc,cdround","gbif","4522709696","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:18.581+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T18:35:40",7,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-06-27T22:22:42.000+00:00","2024-07-09T17:12:18.581+00:00","https://www.inaturalist.org/observations/198916893","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198916893","andrej_funk_praha","2024-02-10 19:34:56","Praha-Suchdol, Česko","Observations","4522709696","https://www.inaturalist.org/observations/198916893","27726","198916893","iNaturalist","19:34:56+01:00","wild","450306602","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322
"Salamandra salamandra (Linnaeus, 1758)",14.382684,50.14567,"cdc,cdround","gbif","4522674702","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:11:31.563+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T18:42:47",8,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-02-12T07:38:11.000+00:00","2024-07-09T17:11:31.563+00:00","https://www.inaturalist.org/observations/198917592","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198917592","andrej_funk_praha","2024-02-10 19:41:57","Praha-Suchdol, Česko","Observations","4522674702","https://www.inaturalist.org/observations/198917592","27726","198917592","iNaturalist","19:41:57+01:00","wild","450308334","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323
"Salamandra salamandra (Linnaeus, 1758)",14.385066,50.144664,"cdc,cdround","gbif","4522680966","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:53.532+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T18:54:44",8,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-02-12T07:38:18.000+00:00","2024-07-09T16:46:53.532+00:00","https://www.inaturalist.org/observations/198918696","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198918696","andrej_funk_praha","2024-02-10 19:53:56","Praha-Suchdol, Česko","Observations","4522680966","https://www.inaturalist.org/observations/198918696","27726","198918696","iNaturalist","19:53:56+01:00","wild","450311046","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324
"Salamandra salamandra (Linnaeus, 1758)",14.385285,50.144638,"cdc,cdround","gbif","4522679978","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:41.589+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T19:06:22",8,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-02-12T07:38:24.000+00:00","2024-07-09T17:12:41.589+00:00","https://www.inaturalist.org/observations/198919626","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198919626","andrej_funk_praha","2024-02-10 20:05:19","Praha-Suchdol, Česko","Observations","4522679978","https://www.inaturalist.org/observations/198919626","27726","198919626","iNaturalist","20:05:19+01:00","wild","450313734","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325
"Salamandra salamandra (Linnaeus, 1758)",14.385345,50.144645,"cdc,cdround","gbif","4522691853","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:18.597+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-10T19:11:12",7,"EUROPE","Středočeský",2024,2,10,2024-02-10,41,41,"2024-02-12T07:38:30.000+00:00","2024-07-09T17:12:18.597+00:00","https://www.inaturalist.org/observations/198919946","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","198919946","andrej_funk_praha","2024-02-10 20:10:01","Praha-Suchdol, Česko","Observations","4522691853","https://www.inaturalist.org/observations/198919946","27726","198919946","iNaturalist","20:10:01+01:00","wild","450314661","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326
"Salamandra salamandra terrestris Lacépède, 1788",2.676019,41.659062,"cdc,cdround","gbif","4522739040","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:20.933+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-10T21:00:26",NA,"EUROPE","Cataluña",2024,2,10,2024-02-10,41,41,"2024-02-12T21:27:50.000+00:00","2024-07-09T17:12:20.933+00:00","https://www.inaturalist.org/observations/198930165","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","jorditb","jorditb","WGS84","Amphibia","ES","EUROPE","Spain","NORTH_AMERICA","jorditb","198930165","jorditb","2024-02-10 20:16:02","08398 Santa Susanna, Barcelona, Espanya","Observations","4522739040","https://www.inaturalist.org/observations/198930165","702803","198930165","iNaturalist","20:16:02+01:00","wild","450339891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327
"Salamandra salamandra terrestris Lacépède, 1788",2.687094,41.656019,"cdc","gbif","4522683916","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:57.939+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-10T21:00:34",NA,"EUROPE","Cataluña",2024,2,10,2024-02-10,41,41,"2024-02-12T21:27:35.000+00:00","2024-07-09T16:45:57.939+00:00","https://www.inaturalist.org/observations/198930177","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","jorditb","jorditb","WGS84","Amphibia","ES","EUROPE","Spain","NORTH_AMERICA","jorditb","198930177","jorditb","2024-02-10 20:38:41","08398 Santa Susanna, Barcelona, Espanya","Observations","4522683916","https://www.inaturalist.org/observations/198930177","702803","198930177","iNaturalist","20:38:41+01:00","wild","450339926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328
"Salamandra salamandra terrestris Lacépède, 1788",-0.422734,49.039788,"cdc,cdround","gbif","4597268668","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:13:11.373+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-11T11:18:54",NA,"EUROPE","Basse-Normandie",2024,2,10,2024-02-10,41,41,"2024-03-19T15:25:43.000+00:00","2024-07-09T17:13:11.373+00:00","https://www.inaturalist.org/observations/198931618","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Quentin Benet-Cibois","Aurélien Coste","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Quentin Benet-Cibois","198931618","quentin_benet_cibois","2024-02-10 20:52:12","14220 Grimbosq, France","Observations","4597268668","https://www.inaturalist.org/observations/198931618","702803","198931618","iNaturalist","20:52:12+01:00","wild","450500524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329
"Salamandra salamandra terrestris Lacépède, 1788",-0.425669,49.037898,"cdc,cdround","gbif","4596854749","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:10.319+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-11T08:31:01",143,"EUROPE","Basse-Normandie",2024,2,10,2024-02-10,41,41,"2024-03-19T15:25:43.000+00:00","2024-07-09T16:45:10.319+00:00","https://www.inaturalist.org/observations/198932174","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Quentin Benet-Cibois","Laurent Barthe","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Quentin Benet-Cibois","198932174","quentin_benet_cibois","2024-02-10 20:07:21","14220 Grimbosq, France","Observations","4596854749","https://www.inaturalist.org/observations/198932174","702803","198932174","iNaturalist","20:07:21+01:00","wild","450476973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330
"Salamandra salamandra terrestris Lacépède, 1788",0.796234,47.340739,"cdc,cdround","gbif","4522694066","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:13:02.441+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-11T00:07:20",26871,"EUROPE","Centre",2024,2,10,2024-02-10,41,41,"2024-03-05T09:42:53.000+00:00","2024-07-09T17:13:02.441+00:00","https://www.inaturalist.org/observations/198948237","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Benjamin Monod-Broca","Benjamin Monod-Broca","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Benjamin Monod-Broca","198948237","benjaminmb","2024-02-10 22:45:52","Indre-et-Loire, Centre, FR","Observations","4522694066","https://www.inaturalist.org/observations/198948237","702803","198948237","iNaturalist","22:45:52+01:00","wild","450383829",NA,NA,"Coordinate uncertainty increased to 26871m at the request of the observer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331
"Salamandra salamandra terrestris Lacépède, 1788",0.615302,47.286291,"cdc,cdround","gbif","4522675019","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:50.443+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-11T00:09:34",26871,"EUROPE","Centre",2024,2,10,2024-02-10,41,41,"2024-03-05T09:42:57.000+00:00","2024-07-09T16:46:50.443+00:00","https://www.inaturalist.org/observations/198948392","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Benjamin Monod-Broca","Benjamin Monod-Broca","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Benjamin Monod-Broca","198948392","benjaminmb","2024-02-10 22:47:17","Indre-et-Loire, Centre, FR","Observations","4522675019","https://www.inaturalist.org/observations/198948392","702803","198948392","iNaturalist","22:47:17+01:00","wild","450384226",NA,NA,"Coordinate uncertainty increased to 26871m at the request of the observer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332
"Salamandra salamandra terrestris Lacépède, 1788",0.743131,47.335248,"cdc,cdround","gbif","4522727942","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:02.786+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-11T00:10:43",26871,"EUROPE","Centre",2024,2,10,2024-02-10,41,41,"2024-03-05T09:42:32.000+00:00","2024-07-09T17:12:02.786+00:00","https://www.inaturalist.org/observations/198948450","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Benjamin Monod-Broca","Benjamin Monod-Broca","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Benjamin Monod-Broca","198948450","benjaminmb","2024-02-10 22:54:48","Indre-et-Loire, Centre, FR","Observations","4522727942","https://www.inaturalist.org/observations/198948450","702803","198948450","iNaturalist","22:54:48+01:00","wild","450384422",NA,NA,"Coordinate uncertainty increased to 26871m at the request of the observer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333
"Salamandra salamandra terrestris Lacépède, 1788",0.735062,47.249719,"cdc,cdround","gbif","4522684097","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:53.879+00:00",471,"HUMAN_OBSERVATION","PRESENT","Larva",5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-11T00:13:17",26871,"EUROPE","Centre",2024,2,10,2024-02-10,41,41,"2024-03-05T09:42:30.000+00:00","2024-07-09T16:46:53.879+00:00","https://www.inaturalist.org/observations/198948617","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Benjamin Monod-Broca","Benjamin Monod-Broca","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Benjamin Monod-Broca","198948617","benjaminmb","2024-02-10 23:05:54","Indre-et-Loire, Centre, FR","Observations","4522684097","https://www.inaturalist.org/observations/198948617","702803","198948617","iNaturalist","23:05:54+01:00","wild","450384873",NA,NA,"Coordinate uncertainty increased to 26871m at the request of the observer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334
"Salamandra salamandra terrestris Lacépède, 1788",0.71852,47.336022,"cdc,cdround","gbif","4522689119","Salamandra salamandra terrestris Lacépède, 1788","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:56.972+00:00",471,"HUMAN_OBSERVATION","PRESENT","Adult",5848702,1,44,131,953,6750,8024525,2431776,5848702,"Salamandra salamandra terrestris Lacépède, 1788","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra","terrestris","SUBSPECIES","ACCEPTED","2024-02-11T00:41:25",4,"EUROPE","Centre",2024,2,10,2024-02-10,41,41,"2024-03-05T09:42:26.000+00:00","2024-07-09T17:12:56.972+00:00","https://www.inaturalist.org/observations/198950854","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Benjamin Monod-Broca","Benjamin Monod-Broca","WGS84","Amphibia","FR","EUROPE","France","NORTH_AMERICA","Benjamin Monod-Broca","198950854","benjaminmb","2024-02-10 23:36:59","37170 Chambray-lès-Tours, France","Observations","4522689119","https://www.inaturalist.org/observations/198950854","702803","198950854","iNaturalist","23:36:59+01:00","wild","450390471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335
