"occID","scientific_name","longitude","latitude","country","state_province","locality","year","record_type","catalog_number","institution_code","elevation","uncertainty","cells","bio01","bio02","bio04","bio07","bio12"
298,"Salamandra salamandra terrestris Lacépède, 1788",-0.86162,49.20037,"France","Basse-Normandie",NA,2024,"HUMAN_OBSERVATION","198828948","iNaturalist",NA,61,50039,12.4226981987884,5.32942657689422,422.258668479196,16.4528686968922,1041.27152801312
299,"Salamandra salamandra (Linnaeus, 1758)",13.50628,46.86443,"Austria","Kärnten",NA,2024,"HUMAN_OBSERVATION","198834937","iNaturalist",NA,8,53668,7.94719859826796,10.3287668661726,617.234251767518,26.5048821396448,983.585431528401
303,"Salamandra salamandra (Linnaeus, 1758)",11.31119,50.77885,"Germany","Thüringen",NA,2024,"HUMAN_OBSERVATION","198878437","iNaturalist",NA,26325,47903,9.67757065893457,7.98095737537336,591.72671797679,22.9528352950079,974.966317832967
312,"Salamandra salamandra (Linnaeus, 1758)",8.70939,50.56859,"Germany","Hessen",NA,2024,"HUMAN_OBSERVATION","198897324","iNaturalist",NA,6,47898,10.2977323911907,7.49320120095215,570.323744754912,21.9817678401334,1010.47179958018
314,"Salamandra salamandra terrestris Lacépède, 1788",3.04692,43.79437,"France","Languedoc-Roussillon",NA,2024,"HUMAN_OBSERVATION","198902936","iNaturalist",NA,27443,57967,11.4065094687147,8.75188175270445,523.786878722241,22.7704355613314,828.858910370265
315,"Salamandra salamandra (Linnaeus, 1758)",8.8933,45.80278,"Italy","Lombardia",NA,2024,"HUMAN_OBSERVATION","198909639","iNaturalist",NA,66,55098,6.72353652049335,8.61339644735986,600.148519582679,24.418999367159,1116.73778590798
331,"Salamandra salamandra terrestris Lacépède, 1788",0.79623,47.34074,"France","Centre",NA,2024,"HUMAN_OBSERVATION","198948237","iNaturalist",NA,26871,52922,11.9420418505911,8.72512615101732,467.11656201188,20.8050183372657,1083.39309728133
338,"Salamandra salamandra terrestris Lacépède, 1788",-0.59948,47.48281,"France","Pays de la Loire",NA,2024,"HUMAN_OBSERVATION","198982136","iNaturalist",NA,43,52919,12.8433004860251,8.10403062369362,442.836394745007,19.8372966606846,1057.43328292136
340,"Salamandra salamandra (Linnaeus, 1758)",23.19797,41.35293,"Bulgaria","Blagoevgrad",NA,2024,"HUMAN_OBSERVATION","198982369","iNaturalist",NA,27816,61607,13.1063688558742,9.90431401560014,770.12498579788,30.5883789082218,621.198715118189
364,"Salamandra salamandra (Linnaeus, 1758)",11.0021,51.73262,"Germany","Sachsen-Anhalt",NA,2024,"HUMAN_OBSERVATION","198997036","iNaturalist",NA,5,46463,10.3908326612427,7.91107168047192,600.266691256003,23.0272088962636,879.050234640057
371,"Salamandra salamandra terrestris Lacépède, 1788",1.38053,46.33465,"France","Limousin",NA,2024,"HUMAN_OBSERVATION","199010504","iNaturalist",NA,6,54363,11.7055039166278,8.80593424735929,475.487525135045,21.212045483562,1181.9934984689
374,"Salamandra salamandra terrestris Lacépède, 1788",2.12404,48.85431,"France","Île-de-France",NA,2024,"HUMAN_OBSERVATION","199066880","iNaturalist",NA,9,50765,11.9245025937472,8.17534925985791,493.246155079019,20.7823023143188,1016.71076664285
380,"Salamandra salamandra (Linnaeus, 1758)",9.92799,45.71008,"Italy","Lombardia",NA,2024,"HUMAN_OBSERVATION","199101457","iNaturalist",NA,4,55100,6.93766040284189,9.08574072893305,615.807415633834,25.2080923199495,1110.68415698869
383,"Salamandra salamandra (Linnaeus, 1758)",-7.58677,37.36998,"Portugal","Faro",NA,2024,"HUMAN_OBSERVATION","199115359","iNaturalist",NA,2,67305,19.1495820871601,4.46430668089718,426.118310786194,16.0920965253984,355.280768461835
457,"Salamandra salamandra terrestris Lacépède, 1788",-3.80683,47.87089,"France","Bretagne",NA,2024,"HUMAN_OBSERVATION","199553242","iNaturalist",NA,13,52193,13.905513654919,3.62951555129905,345.331002184431,13.0607365695624,1029.95034317102
464,"Salamandra salamandra (Linnaeus, 1758)",1.78277,44.05573,"France","Midi-Pyrénées",NA,2024,"HUMAN_OBSERVATION","199574897","iNaturalist",NA,53,57244,11.3804324553239,9.46211001115199,498.968478819577,22.4479090944658,1089.61488052561
470,"Salamandra salamandra (Linnaeus, 1758)",13.39566,47.7988,"Austria","Oberösterreich",NA,2024,"HUMAN_OBSERVATION","199592767","iNaturalist",NA,1457,52227,8.15077832531027,9.24194357333478,614.242394153145,25.0735626826586,992.822695831103
491,"Salamandra salamandra (Linnaeus, 1758)",15.9187,48.88451,"Czechia","Jihomoravský",NA,2024,"HUMAN_OBSERVATION","199667981","iNaturalist",NA,26614,50792,9.04704731481372,9.117201442515,647.731164466003,25.612021725954,826.679245862691
493,"Salamandra salamandra (Linnaeus, 1758)",11.31193,49.59856,"Germany","Bayern",NA,2024,"HUMAN_OBSERVATION","199677910","iNaturalist",NA,16,49343,9.22969609522062,8.09282382427626,590.998175056806,23.1349662880009,1055.72930203003
494,"Salamandra salamandra (Linnaeus, 1758)",-0.1619,43.64693,"France","Midi-Pyrénées",NA,2024,"HUMAN_OBSERVATION","199680549","iNaturalist",NA,3,57960,13.2504543225429,9.30177002125679,449.694029432504,21.1518602534683,1033.04707654077
496,"Salamandra salamandra (Linnaeus, 1758)",14.3484,47.73672,"Austria","Oberösterreich",NA,2024,"HUMAN_OBSERVATION","199703071","iNaturalist",NA,10,52229,8.25164002847139,9.96731876268517,615.011770207189,25.7664950731748,935.645479550916
504,"Salamandra salamandra (Linnaeus, 1758)",-5.69672,37.88293,"Spain","Andalucía",NA,2024,"HUMAN_OBSERVATION","199819775","iNaturalist",NA,11531,66589,18.2258863409558,10.48863451958,690.590607338603,28.6096816997307,406.846012152603
509,"Salamandra salamandra (Linnaeus, 1758)",1.57558,45.55139,"France","Limousin",NA,2024,"HUMAN_OBSERVATION","199888493","iNaturalist",NA,246,55084,11.2718247463362,8.91807181155966,486.597373476177,21.643125810869,1210.34719262641
510,"Salamandra salamandra terrestris Lacépède, 1788",-0.93856,45.80392,"France","Poitou-Charentes",NA,2024,"HUMAN_OBSERVATION","199899950","iNaturalist",NA,15,55079,14.4908287439076,5.77797380720621,412.441208700873,17.0335737185343,997.816868116031
511,"Salamandra salamandra (Linnaeus, 1758)",10.81839,46.0688,"Italy","Trentino-Alto Adige",NA,2024,"HUMAN_OBSERVATION","199900654","iNaturalist",NA,61,54382,6.06043332791455,9.21579165715751,612.342400833539,25.3746986899646,1166.56973022659
514,"Salamandra salamandra (Linnaeus, 1758)",7.85456,50.05009,"Germany","Hessen",NA,2024,"HUMAN_OBSERVATION","199923152","iNaturalist",NA,131,48616,10.1946197425037,7.67207140363324,553.594421800502,21.7720568745396,1061.08152803356
515,"Salamandra salamandra (Linnaeus, 1758)",-8.53119,42.87573,"Spain","Galicia",NA,2024,"HUMAN_OBSERVATION","199952960","iNaturalist",NA,278,59383,14.1833273801951,6.93806276084759,352.839556116827,16.817832676837,1257.32008448766
523,"Salamandra salamandra (Linnaeus, 1758)",12.20738,49.03245,"Germany","Bayern",NA,2024,"HUMAN_OBSERVATION","200108803","iNaturalist",NA,5376,50065,9.00219547740857,8.26461210335573,604.581203490999,23.6438979223864,1033.80522906935
524,"Salamandra salamandra (Linnaeus, 1758)",23.48121,41.79507,"Bulgaria","Blagoevgrad",NA,2024,"HUMAN_OBSERVATION","200113834","iNaturalist",NA,167,60887,11.9005844690931,10.4873585908865,754.351839003129,30.8936671701956,651.911601128933
528,"Salamandra salamandra (Linnaeus, 1758)",2.09932,41.58284,"Spain","Cataluña",NA,2024,"HUMAN_OBSERVATION","200195756","iNaturalist",NA,5,60845,15.1091511667686,6.8022176812169,530.447655622868,21.0012231286753,457.353697705389
531,"Salamandra salamandra terrestris Lacépède, 1788",1.08428,42.95038,"France","Midi-Pyrénées",NA,2024,"HUMAN_OBSERVATION","200256982","iNaturalist",NA,121,59403,10.8182140392274,9.95321498692313,518.167775160176,23.7031022161057,776.590252793261
535,"Salamandra salamandra (Linnaeus, 1758)",15.89191,47.15482,"Austria","Steiermark",NA,2024,"HUMAN_OBSERVATION","200266229","iNaturalist",NA,4,52952,10.1943781225733,10.552158343341,655.7302145453,27.2676296021635,792.952602522985
553,"Salamandra salamandra (Linnaeus, 1758)",20.62134,44.67187,"Serbia","Grad Beograd",NA,2024,"HUMAN_OBSERVATION","200391090","iNaturalist",NA,4,56562,13.0578433823753,10.0019992821563,744.522648389618,29.5512301060553,690.614294833013
559,"Salamandra salamandra (Linnaeus, 1758)",5.41237,45.90399,"France","Rhône-Alpes",NA,2024,"HUMAN_OBSERVATION","200498776","iNaturalist",NA,130,55091,9.97658216504665,9.33747696876019,542.525468501977,23.4194009424674,1109.92222629787
566,"Salamandra salamandra (Linnaeus, 1758)",-5.03664,40.25903,"Spain","Castilla y León",NA,2024,"HUMAN_OBSERVATION","200539487","iNaturalist",NA,31,62990,12.7114040237745,10.4326719614449,640.58747815171,28.0201570785931,710.66864544031
567,"Salamandra salamandra (Linnaeus, 1758)",7.9589,44.19396,"Italy","Piemonte",NA,2024,"HUMAN_OBSERVATION","200558557","iNaturalist",NA,10,57256,11.4125162425793,7.96689966539966,596.853005665108,23.8360413784376,861.114817471674
568,"Salamandra salamandra terrestris Lacépède, 1788",2.84597,42.50674,"France","Languedoc-Roussillon",NA,2024,"HUMAN_OBSERVATION","200594911","iNaturalist",NA,4,59406,13.8074821306233,6.25354654420346,506.59586145873,19.986426692669,621.864139833845
569,"Salamandra salamandra (Linnaeus, 1758)",17.69807,45.60421,"Croatia","Viroviticko-Podravska",NA,2024,"HUMAN_OBSERVATION","200597311","iNaturalist",NA,4,55116,12.5687949283705,10.552973303556,699.625473568443,28.7048986001064,705.822364724928
574,"Salamandra salamandra (Linnaeus, 1758)",14.12523,46.65609,"Austria","Kärnten",NA,2024,"HUMAN_OBSERVATION","200731960","iNaturalist",NA,249,53669,8.54190610008644,10.5448669230179,619.077809010363,26.6446669419582,961.101609939996
594,"Salamandra salamandra (Linnaeus, 1758)",7.36717,43.90142,"France","Provence-Alpes-Côte d'Azur",NA,2024,"HUMAN_OBSERVATION","200856151","iNaturalist",NA,349,57975,13.1998441931676,7.42296756127049,581.237367523225,23.0078948151379,766.409769866957
