system:index,bio01,bio02,bio04,bio05,bio06,bio12,bio15,coordinat0,coordinat1,dem,gbifID,taxonKey,X,Y
0000000000000000056e,8.54765605926514,1.07863283157349,93.6303100585938,2.76683592796326,-0.9178906083107,900.30859375,20.96484375,52,,200.751159667969,4153678751,3189866,-85.7766591036136,42.7850300168027
599,6.4765625,1.01363277435303,94.175666809082,2.56625008583069,-1.08453130722046,960.46875,10.6875,52,,369.512512207031,4138616252,3189866,-80.9647985658296,43.3771986367003
000000000000000005c0,9.326171875,1.11812496185303,89.5723419189453,2.78425788879395,-0.8387890458107,952.390625,20.3359375,52,,342.148895263672,4137787060,3189866,-81.937060959523,40.8113694631328
856,8.15664100646973,0.937304675579071,79.12890625,2.44828128814697,-0.751093745231628,686.9921875,34.2421875,52,,264.914825439453,3997944112,3189866,21.6640787216572,49.0216714413858
00000000000000000a78,11.31640625,1.02292966842651,57.6708602905273,2.6171875,-0.0310546867549419,786.0234375,14.3828125,52,,740.143371582031,3956594508,3189866,2.68239899330669,44.1310408834927
00000000000000000aaa,10.5851564407349,1.27507817745209,70.2837905883789,2.83515620231628,-0.410273432731628,435.1484375,39.28125,52,,965.704345703125,3956228314,3189866,34.940352029427,40.546828834036
00000000000000000db6,7.81171894073486,0.953828096389771,92.9860153198242,2.62121105194092,-0.910585939884186,892.23046875,9.30078125,52,,180.803466796875,3873312506,3189866,-81.8036312787007,43.2568207446615
00000000000000000de9,15.9671878814697,1.220703125,72.9942169189453,3.15726566314697,-0.0256249997764826,1292.90234375,16.89453125,52,,278.076293945313,3859975776,3189866,-84.4243118543266,33.7334205245939
0,11.3371095657349,1.1044921875,87.1092987060547,2.91800785064697,-0.62039065361023,1110,12.03515625,52,,130.193450927734,3859577668,3189866,-76.10774949797,39.840908546265
00000000000000000efe,18.607421875,1.28050780296326,77.1243362426758,3.56238269805908,0.0607812516391277,927.01171875,29.3359375,52,,145.930252075195,3764526454,3189866,-96.657489948169,32.3279118725478
1001,5.67031240463257,1.11566400527954,82.0313262939453,2.49253916740418,-1.0302734375,361.8359375,23.1171875,52,,868.409423828125,3384310932,3189866,-120.170601808153,50.6541706325576
